review_id,user_id,product_id,review_text,rating,timestamp,data_type
REV00001,USR4589,PROD954,刷积分刷积分刷积分. ~,4,2023-01-15 20:13:00,Noise
REV00002,USR8710,PROD110,内衬超级破了一个洞。,5,2023-04-13 06:25:00,Normal
REV00003,USR1668,PROD114,裙子稍微做工精细！,5,2023-04-27 15:44:00,Normal
REV00004,USR9234,PROD269,内衬挺偏大，也就值这个价了。,5,2023-11-08 02:07:00,Normal
REV00005,USR3699,PROD346,上脚效果极其很好，直接退货了。,2,2023-01-28 16:06:00,Normal
REV00006,USR4313,PROD155,内衬超级很软，建议大家购买。,4,2023-10-11 14:31:00,Normal
REV00007,USR5985,PROD679,包裹有点被压扁了，但是衣服质量很好，退换货很麻烦，勉强给个好评。  ,5,2023-07-03 14:47:00,Multi-dimensional
REV00008,USR8210,PROD328,刷积分刷积分刷积分刷积分刷积分 ,4,2023-01-07 11:34:00,Noise
REV00009,USR2456,PROD133,包包有线头！,2,2023-03-29 06:07:00,Normal
REV00010,USR4258,PROD411,物流很快，不过掉色严重，问尺寸也推荐得很准，总体来说推荐。,2,2023-10-08 17:56:00,Multi-dimensional
REV00011,USR4088,PROD797,物流很快，但是衣服质量很好，问尺寸也推荐得很准，勉强给个好评。 ,1,2023-08-20 16:01:00,Multi-dimensional
REV00012,USR3132,PROD474,boSniZrbe~,5,2023-10-01 04:08:00,Noise
REV00013,USR1552,PROD939,隔天就到了，而且面料很舒服，客服根本不理人，随便穿穿吧。 ,3,2023-01-14 02:23:00,Multi-dimensional
REV00014,USR8445,PROD258,包装极其很软，买亏了。,4,2023-06-28 09:19:00,Normal
REV00015,USR6200,PROD728,面料有点破了一个洞，建议大家购买。,4,2023-12-31 18:17:00,Normal
REV00016,USR7092,PROD148,面料十分不透气。,4,2023-08-18 13:18:00,Normal
REV00017,USR4216,PROD776,隔天就到了，版型倒是挺不错的，客服处理态度不错，总体来说推荐。 ,3,2023-08-04 08:07:00,Multi-dimensional
REV00018,USR9328,PROD153,版型稍微破了一个洞，性价比很高。,4,2023-01-05 00:25:00,Normal
REV00019,USR4730,PROD517,好好好好好好好好好好好好,3,2023-08-31 09:59:00,Noise
REV00020,USR5689,PROD993,版型十分破了一个洞。,5,2023-01-29 03:36:00,Normal
REV00021,USR9203,PROD203,版型稍微有点硬，还能凑合穿。,3,2023-01-14 22:31:00,Normal
REV00022,USR4395,PROD330,不知道说什么，就随便打点字  ,4,2023-08-03 23:16:00,Noise
REV00023,USR3362,PROD908,nPhu1ZJuWzgyYbEBzjUPJEUrgjnZlh~~,5,2023-12-13 16:31:00,Noise
REV00024,USR1845,PROD395,裙子稍微破了一个洞，性价比很高。,4,2023-05-31 03:02:00,Normal
REV00025,USR6387,PROD255,外套有点不错...,3,2023-10-06 17:29:00,Normal
REV00026,USR8742,PROD699,不知道说什么，就随便打点字~ ,5,2023-03-22 05:29:00,Noise
REV00027,USR9529,PROD198,做工太气味很大！,2,2023-11-30 04:55:00,Normal
REV00028,USR9466,PROD504,衣服真的是不错，还能凑合穿。,1,2023-06-19 15:41:00,Normal
REV00029,USR4247,PROD612,发货有点慢，但是衣服质量很好，问尺寸也推荐得很准，总体来说推荐。,5,2023-01-26 15:56:00,Multi-dimensional
REV00030,USR4669,PROD520,这是我买过最好的商品，等了一个月终于发货了。微笑,5,2023-07-04 21:07:00,Sarcasm
REV00031,USR8262,PROD717,内衬超级有线头！,5,2023-03-24 02:24:00,Normal
REV00032,USR7481,PROD972,刷积分. ,4,2023-03-31 04:28:00,Noise
REV00033,USR9366,PROD381,太棒了，包装破得像从垃圾堆捡回来的！微笑,1,2023-02-24 18:49:00,Sarcasm
REV00034,USR1902,PROD515,裤子超级破了一个洞，买亏了。,4,2023-06-11 07:40:00,Normal
REV00035,USR8874,PROD958,款式挺有点硬，还能凑合穿。,2,2023-07-21 13:25:00,Normal
REV00036,USR6972,PROD774,上脚效果有点显胖。,3,2023-05-20 19:18:00,Normal
REV00037,USR9934,PROD179,隔天就到了，不过掉色严重，问尺寸也推荐得很准，总体来说推荐。,5,2023-01-06 04:29:00,Multi-dimensional
REV00038,USR4784,PROD252,外套有点有点硬，买亏了。,3,2023-03-08 06:46:00,Normal
REV00039,USR3432,PROD173,做工非常破了一个洞。,2,2023-12-20 14:41:00,Normal
REV00040,USR6749,PROD462,内衬挺做工精细...,5,2023-04-20 15:56:00,Normal
REV00041,USR6927,PROD305,包包十分掉色...,1,2023-10-06 05:10:00,Normal
REV00042,USR8099,PROD684,内衬极其显胖，建议大家购买。,5,2023-03-14 06:50:00,Normal
REV00043,USR1380,PROD448,版型掉色！,3,2023-08-08 22:07:00,Normal
REV00044,USR6024,PROD718,不知道说什么，就随便打点字就随便打点字就随便打点字 ,3,2023-06-02 23:02:00,Noise
REV00045,USR9495,PROD952,版型十分有点硬，还能凑合穿。,1,2023-11-28 21:31:00,Normal
REV00046,USR8078,PROD529,外套偏小，还能凑合穿。,2,2023-09-08 06:02:00,Normal
REV00047,USR8656,PROD189,快递态度差，结果发现有破洞，退换货很麻烦，不会再来了。   ,4,2023-04-05 07:00:00,Multi-dimensional
REV00048,USR5843,PROD630,裤子挺偏大。,4,2023-09-13 19:34:00,Normal
REV00049,USR9812,PROD604,默认好评！~,3,2023-09-08 17:51:00,Noise
REV00050,USR9971,PROD276,上脚效果非常不透气，建议大家购买。,4,2023-02-11 21:52:00,Normal
REV00051,USR4534,PROD741,习惯性五星⭐️⭐️⭐️⭐️ ~ ,5,2023-08-14 03:18:00,Noise
REV00052,USR6924,PROD640,绝对的“正品”，客服连句话都不会回。~。,1,2023-01-30 10:23:00,Sarcasm
REV00053,USR2978,PROD902,刷积分刷积分刷积分刷积分.~ ,4,2023-10-25 08:54:00,Noise
REV00054,USR7939,PROD675,做工稍微有线头，不推荐。,4,2023-07-28 02:02:00,Normal
REV00055,USR6885,PROD446,上脚效果非常很舒服，性价比很高。,3,2023-09-24 09:04:00,Normal
REV00056,USR7354,PROD708,做工太不透气...,3,2023-05-08 21:05:00,Normal
REV00057,USR5032,PROD692,习惯性五星⭐️⭐️⭐️⭐️⭐️  ,4,2023-05-03 19:16:00,Noise
REV00058,USR1587,PROD791,裤子偏小，买亏了。,5,2023-04-21 14:32:00,Normal
REV00059,USR3944,PROD729,款式十分一般，也就值这个价了。,5,2023-07-20 06:41:00,Normal
REV00060,USR1838,PROD140,默认好评！得积分..,4,2023-05-02 22:53:00,Noise
REV00061,USR3404,PROD131,裤子真的是破了一个洞，也就值这个价了。,5,2023-10-29 01:53:00,Normal
REV00062,USR7361,PROD131,默认好评！得积分~.,4,2023-11-11 11:57:00,Noise
REV00063,USR6539,PROD421,裤子极其很百搭，买亏了。,2,2023-04-27 04:04:00,Normal
REV00064,USR1812,PROD331,外套十分破了一个洞，不推荐。,5,2023-06-13 13:49:00,Normal
REV00065,USR8802,PROD346,习惯性五星⭐️⭐️⭐️⭐️⭐️~,3,2023-03-31 07:27:00,Noise
REV00066,USR3383,PROD262,质量好得感人，穿一次就破了。。！,5,2023-06-08 12:00:00,Sarcasm
REV00067,USR1427,PROD552,发货有点慢，版型倒是挺不错的，退换货很麻烦，随便穿穿吧。 ,4,2023-10-19 06:05:00,Multi-dimensional
REV00068,USR3268,PROD981,太棒了，客服连句话都不会回！,1,2023-10-07 02:42:00,Sarcasm
REV00069,USR8661,PROD135,衣服十分不透气。,2,2023-03-16 10:46:00,Normal
REV00070,USR5727,PROD133,颜色稍微气味很大，还能凑合穿。,1,2023-12-12 11:02:00,Normal
REV00071,USR4878,PROD585,颜色显胖！,1,2023-09-15 23:59:00,Normal
REV00072,USR1642,PROD173,刷积分刷积分刷积分刷积分刷积分 ~.,3,2023-01-26 06:50:00,Noise
REV00073,USR8283,PROD464,包装不透气，性价比很高。,5,2023-11-07 13:01:00,Normal
REV00074,USR5879,PROD927,版型十分不透气，还能凑合穿。,2,2023-03-23 15:55:00,Normal
REV00075,USR1869,PROD508,五金十分掉色！,1,2023-07-16 10:57:00,Normal
REV00076,USR5456,PROD357,鞋子非常掉色，也就值这个价了。,2,2023-10-20 15:59:00,Normal
REV00077,USR5182,PROD849,真是让人感动，洗一次就缩水成童装了。,1,2023-08-14 11:39:00,Sarcasm
REV00078,USR4505,PROD834,真是业界良心，拿到手跟抹布一样。,5,2023-02-06 18:12:00,Sarcasm
REV00079,USR5056,PROD563,上脚效果挺起球！,4,2023-07-13 08:41:00,Normal
REV00080,USR5702,PROD826,包包有点很舒服，还能凑合穿。,2,2023-06-03 22:17:00,Normal
REV00081,USR4218,PROD774,内衬极其显胖，直接退货了。,3,2023-04-06 18:49:00,Normal
REV00082,USR3531,PROD751,五金极其超级显瘦，也就值这个价了。,1,2023-09-18 07:12:00,Normal
REV00083,USR6189,PROD724,这设计真是“反人类”的好，买个鞋还送了根长长的钉子。,5,2023-02-13 08:51:00,Sarcasm
REV00084,USR5550,PROD287,包包十分显胖。,2,2023-09-23 14:39:00,Normal
REV00085,USR9626,PROD637,裤子十分太差了，还能凑合穿。,4,2023-12-09 11:14:00,Normal
REV00086,USR5430,PROD434,内衬十分起球，也就值这个价了。,3,2023-01-10 01:20:00,Normal
REV00087,USR4597,PROD843,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊. .,4,2023-10-28 21:20:00,Noise
REV00088,USR5694,PROD424,面料有点掉色，还能凑合穿。,5,2023-01-02 13:57:00,Normal
REV00089,USR7454,PROD907,我谢谢老板，等了一个月终于发货了。。微笑,5,2023-11-05 14:54:00,Sarcasm
REV00090,USR2047,PROD314,买给同事的，还没看~~,5,2023-10-22 18:52:00,Noise
REV00091,USR1343,PROD777,我谢谢老板，两只鞋大小不一样，真是贴心。,1,2023-09-03 02:19:00,Sarcasm
REV00092,USR8942,PROD477,包包稍微起球，不推荐。,3,2023-09-06 21:57:00,Normal
REV00093,USR4993,PROD130,颜色太很好，买亏了。,5,2023-12-12 21:28:00,Normal
REV00094,USR2640,PROD520,买给同事的，还没看,4,2023-10-25 18:14:00,Noise
REV00095,USR8214,PROD782,面料太一般，买亏了。,4,2023-05-20 13:45:00,Normal
REV00096,USR1407,PROD406,颜色太差了，还能凑合穿。,1,2023-08-27 20:31:00,Normal
REV00097,USR7584,PROD722,快递态度差，而且面料很舒服，客服处理态度不错，随便穿穿吧。 ,5,2023-10-12 00:49:00,Multi-dimensional
REV00098,USR2342,PROD373,包包十分偏小。,1,2023-09-18 03:44:00,Normal
REV00099,USR6865,PROD696,裙子显胖...,2,2023-11-23 11:21:00,Normal
REV00100,USR5063,PROD764,衣服非常有线头，买亏了。,1,2023-05-01 01:51:00,Normal
REV00101,USR9559,PROD318,包包非常气味很大。,3,2023-09-27 11:41:00,Normal
REV00102,USR9790,PROD553,衣服极其不透气！,3,2023-01-30 02:26:00,Normal
REV00103,USR4343,PROD538,刷积分刷积分刷积分~ ,3,2023-11-15 09:30:00,Noise
REV00104,USR3624,PROD682,我谢谢老板，等了一个月终于发货了。微笑,1,2023-07-23 03:46:00,Sarcasm
REV00105,USR5802,PROD874,裙子非常超级显瘦，性价比很高。,2,2023-01-10 09:39:00,Normal
REV00106,USR2312,PROD906,发货有点慢，版型倒是挺不错的，退换货很麻烦，总体来说推荐。,3,2023-05-07 05:05:00,Multi-dimensional
REV00107,USR2414,PROD934,好好好好好好好好好好好好好好好好好好好好.,3,2023-04-07 14:06:00,Noise
REV00108,USR5381,PROD525,包装有点破了一个洞，性价比很高。,2,2023-03-12 21:50:00,Normal
REV00109,USR1195,PROD206,发货有点慢，而且面料很舒服，客服根本不理人，总体来说推荐。   ,4,2023-02-01 22:40:00,Multi-dimensional
REV00110,USR6575,PROD636,衣服十分很好，建议大家购买。,4,2023-01-20 17:27:00,Normal
REV00111,USR1652,PROD337,裤子十分很软，也就值这个价了。,1,2023-08-16 09:40:00,Normal
REV00112,USR8443,PROD777,上脚效果非常起球，不推荐。,1,2023-01-26 23:47:00,Normal
REV00113,USR5468,PROD470,衣服太起球，性价比很高。,5,2023-03-02 10:37:00,Normal
REV00114,USR3903,PROD436,刷积分刷积分刷积分刷积分 ~ ,4,2023-12-25 02:41:00,Noise
REV00115,USR2810,PROD178,上脚效果十分起球，买亏了。,2,2023-03-11 06:09:00,Normal
REV00116,USR9069,PROD866,颜色超级很好，建议大家购买。,4,2023-04-06 10:25:00,Normal
REV00117,USR3675,PROD138,内衬非常太差了！,1,2023-08-19 18:55:00,Normal
REV00118,USR2468,PROD176,裤子挺偏小，直接退货了。,2,2023-06-20 18:05:00,Normal
REV00119,USR6441,PROD915,习惯性五星⭐️⭐️⭐️.,4,2023-01-11 13:45:00,Noise
REV00120,USR1295,PROD428,这设计真是“反人类”的好，洗一次就缩水成童装了。~~,1,2023-10-27 17:26:00,Sarcasm
REV00121,USR9475,PROD486,我谢谢老板，洗一次就缩水成童装了。！~,1,2023-09-28 16:59:00,Sarcasm
REV00122,USR7211,PROD323,包裹有点被压扁了，而且面料很舒服，问尺寸也推荐得很准，随便穿穿吧。   ,5,2023-12-18 17:53:00,Multi-dimensional
REV00123,USR1578,PROD677,真是让人感动，鞋底硬得像石头。,1,2023-07-05 08:04:00,Sarcasm
REV00124,USR5020,PROD765,衣服超级有线头。,2,2023-03-14 23:06:00,Normal
REV00125,USR9415,PROD369,快递态度差，但是衣服质量很好，售后还是挺有保障的，不会再来了。   ,3,2023-09-13 08:02:00,Multi-dimensional
REV00126,USR9082,PROD404,款式非常起球！,5,2023-08-16 12:43:00,Normal
REV00127,USR7492,PROD172,裤子十分很舒服...,1,2023-02-09 14:55:00,Normal
REV00128,USR4682,PROD343,衣服有点气味很大！,5,2023-02-03 00:08:00,Normal
REV00129,USR6634,PROD337,外套太破了一个洞。,1,2023-04-21 18:34:00,Normal
REV00130,USR7570,PROD161,裙子掉色，买亏了。,2,2023-05-25 23:03:00,Normal
REV00131,USR2692,PROD464,外套超级超级显瘦...,2,2023-04-18 16:56:00,Normal
REV00132,USR6839,PROD100,啊啊啊   ,5,2023-07-31 16:47:00,Noise
REV00133,USR4615,PROD962,衣服非常不透气，建议大家购买。,5,2023-03-05 14:11:00,Normal
REV00134,USR8214,PROD197,习惯性五星⭐️⭐️⭐️⭐️⭐️.~~,5,2023-11-08 04:20:00,Noise
REV00135,USR6955,PROD191,包包挺太差了！,1,2023-11-17 00:01:00,Normal
REV00136,USR4397,PROD611,买给对象的，还没看.~,4,2023-05-30 07:33:00,Noise
REV00137,USR6341,PROD341,五金非常很软！,1,2023-04-04 19:26:00,Normal
REV00138,USR3012,PROD674,我谢谢老板，拉链直接拉断了。,5,2023-03-22 05:16:00,Sarcasm
REV00139,USR8345,PROD914,我谢谢老板，两只鞋大小不一样，真是贴心。！,1,2023-03-19 14:37:00,Sarcasm
REV00140,USR4761,PROD301,版型挺做工精细。,5,2023-03-30 12:24:00,Normal
REV00141,USR4612,PROD683,物流很快，结果发现有破洞，售后还是挺有保障的，总体来说推荐。 ,4,2023-08-02 03:10:00,Multi-dimensional
REV00142,USR4541,PROD609,这设计真是“反人类”的好，等了一个月终于发货了。~！,5,2023-11-14 12:17:00,Sarcasm
REV00143,USR1865,PROD262,这设计真是“反人类”的好，两只鞋大小不一样，真是贴心。,1,2023-12-13 11:38:00,Sarcasm
REV00144,USR2168,PROD678,外套很软...,3,2023-11-07 06:38:00,Normal
REV00145,USR2738,PROD392,啊啊啊啊.,5,2023-07-16 16:29:00,Noise
REV00146,USR5073,PROD158,五金有点破了一个洞，也就值这个价了。,4,2023-06-16 00:59:00,Normal
REV00147,USR5002,PROD312,鞋子很好，还能凑合穿。,4,2023-03-17 21:52:00,Normal
REV00148,USR8911,PROD560,颜色有点偏大，不推荐。,5,2023-12-08 01:10:00,Normal
REV00149,USR3373,PROD982,面料稍微有点硬！,1,2023-11-06 03:17:00,Normal
REV00150,USR2098,PROD223,这设计真是“反人类”的好，客服连句话都不会回。,5,2023-07-14 05:10:00,Sarcasm
REV00151,USR8266,PROD853,太棒了，两只鞋大小不一样，真是贴心！,1,2023-04-11 14:32:00,Sarcasm
REV00152,USR7071,PROD731,内衬有点很舒服...,2,2023-05-21 06:06:00,Normal
REV00153,USR3062,PROD973,包包有点超级显瘦，不推荐。,5,2023-06-24 23:35:00,Normal
REV00154,USR9946,PROD399,五金挺很百搭。,4,2023-04-12 21:03:00,Normal
REV00155,USR8340,PROD146,包装超级太差了！,3,2023-11-25 03:06:00,Normal
REV00156,USR2052,PROD793,鞋子稍微起球！,5,2023-02-03 17:33:00,Normal
REV00157,USR8509,PROD134,太棒了，包装破得像从垃圾堆捡回来的！~！,1,2023-10-06 23:58:00,Sarcasm
REV00158,USR9834,PROD817,包装极其不透气！,5,2023-08-10 17:40:00,Normal
REV00159,USR2328,PROD712,习惯性五星⭐️⭐️,5,2023-02-14 22:40:00,Noise
REV00160,USR5364,PROD469,外套挺超级显瘦，也就值这个价了。,5,2023-09-28 08:03:00,Normal
REV00161,USR3047,PROD796,发货有点慢，不过掉色严重，问尺寸也推荐得很准，不会再来了。,1,2023-04-01 16:30:00,Multi-dimensional
REV00162,USR8401,PROD432,外套极其很软，还能凑合穿。,2,2023-06-29 15:20:00,Normal
REV00163,USR3706,PROD420,习惯性五星⭐️⭐️ ~ ,3,2023-05-24 12:22:00,Noise
REV00164,USR6991,PROD558,面料稍微很舒服，建议大家购买。,1,2023-10-11 03:56:00,Normal
REV00165,USR7589,PROD167,内衬十分掉色，不推荐。,3,2023-12-12 12:39:00,Normal
REV00166,USR9498,PROD166,版型真的是很软，建议大家购买。,3,2023-02-14 19:43:00,Normal
REV00167,USR8199,PROD923,裙子不透气，也就值这个价了。,2,2023-08-11 14:54:00,Normal
REV00168,USR4986,PROD949,衣服挺很好！,5,2023-02-09 09:02:00,Normal
REV00169,USR7332,PROD548,这是我买过最好的商品，等了一个月终于发货了。,1,2023-04-27 21:02:00,Sarcasm
REV00170,USR7873,PROD428,款式真的是不透气。,4,2023-03-07 11:45:00,Normal
REV00171,USR6673,PROD250,版型超级很软...,1,2023-07-22 02:37:00,Normal
REV00172,USR5864,PROD634,发货有点慢，版型倒是挺不错的，问尺寸也推荐得很准，性价比确实没得说。   ,4,2023-04-16 18:02:00,Multi-dimensional
REV00173,USR8065,PROD872,版型超级做工精细，不推荐。,4,2023-10-09 10:53:00,Normal
REV00174,USR9127,PROD507,裙子真的是偏大。,3,2023-06-03 05:26:00,Normal
REV00175,USR3128,PROD531,版型超级很软。,4,2023-07-19 07:37:00,Normal
REV00176,USR5824,PROD980,鞋子极其破了一个洞...,5,2023-12-24 14:49:00,Normal
REV00177,USR7600,PROD506,好好好好好好好好好好~ ~,5,2023-03-10 13:30:00,Noise
REV00178,USR6912,PROD404,买给老妈的，还没看~ ,3,2023-05-22 21:53:00,Noise
REV00179,USR4234,PROD396,款式稍微一般，还能凑合穿。,2,2023-03-25 05:56:00,Normal
REV00180,USR7500,PROD219,好好好好好好好好好好好好好好,4,2023-09-02 20:07:00,Noise
REV00181,USR9173,PROD468,包装太气味很大，买亏了。,3,2023-03-15 02:24:00,Normal
REV00182,USR8633,PROD437,买给孩子的，还没看~,3,2023-12-20 20:08:00,Noise
REV00183,USR1144,PROD838,好好好好好好好.,4,2023-03-22 08:49:00,Noise
REV00184,USR1104,PROD127,面料极其一般，买亏了。,2,2023-06-07 13:18:00,Normal
REV00185,USR5323,PROD930,外套很舒服！,2,2023-04-26 00:36:00,Normal
REV00186,USR7392,PROD921,这设计真是“反人类”的好，拿到手跟抹布一样。。！,5,2023-03-16 03:51:00,Sarcasm
REV00187,USR1151,PROD160,包装十分很好！,4,2023-08-19 09:45:00,Normal
REV00188,USR4493,PROD948,版型挺做工精细！,3,2023-03-28 10:36:00,Normal
REV00189,USR1771,PROD306,习惯性五星⭐️⭐️..,5,2023-12-24 14:31:00,Noise
REV00190,USR9957,PROD468,真是让人感动，穿一次就破了。微笑,1,2023-09-15 00:28:00,Sarcasm
REV00191,USR6352,PROD160,衣服极其破了一个洞！,3,2023-09-09 22:57:00,Normal
REV00192,USR3350,PROD930,好好 ~.,5,2023-10-20 02:31:00,Noise
REV00193,USR5896,PROD579,衣服十分很舒服，性价比很高。,1,2023-12-11 06:19:00,Normal
REV00194,USR4186,PROD747,包包有点偏大。,4,2023-01-21 00:38:00,Normal
REV00195,USR3903,PROD458,隔天就到了，不过掉色严重，问尺寸也推荐得很准，总体来说推荐。 ,1,2023-05-28 06:45:00,Multi-dimensional
REV00196,USR1769,PROD960,包包太有点硬，买亏了。,1,2023-02-13 16:17:00,Normal
REV00197,USR8452,PROD355,这是我买过最好的商品，洗一次就缩水成童装了。~,5,2023-10-23 21:11:00,Sarcasm
REV00198,USR4590,PROD437,五金挺很好，建议大家购买。,3,2023-04-10 14:13:00,Normal
REV00199,USR4043,PROD887,买给老妈的，还没看..,3,2023-10-23 12:00:00,Noise
REV00200,USR2045,PROD516,款式稍微不错。,2,2023-05-06 10:56:00,Normal
REV00201,USR4656,PROD337,鞋子有点太差了！,2,2023-01-03 01:41:00,Normal
REV00202,USR1565,PROD632,面料做工精细，不推荐。,1,2023-12-07 17:47:00,Normal
REV00203,USR1950,PROD911,衣服有点有线头！,3,2023-11-07 18:33:00,Normal
REV00204,USR4709,PROD244,裙子太气味很大，买亏了。,3,2023-12-07 22:00:00,Normal
REV00205,USR6117,PROD816,包装挺很舒服，性价比很高。,3,2023-02-03 21:08:00,Normal
REV00206,USR3205,PROD145,外套太起球，也就值这个价了。,3,2023-11-19 15:29:00,Normal
REV00207,USR5387,PROD345,衣服真的是显胖，也就值这个价了。,3,2023-07-02 18:32:00,Normal
REV00208,USR1554,PROD285,裤子有点硬，性价比很高。,3,2023-08-16 15:04:00,Normal
REV00209,USR2487,PROD483,颜色真的是偏大。,2,2023-10-20 07:49:00,Normal
REV00210,USR9910,PROD875,五金一般，也就值这个价了。,1,2023-08-12 03:34:00,Normal
REV00211,USR9211,PROD909,鞋子有点气味很大！,2,2023-04-21 04:28:00,Normal
REV00212,USR1282,PROD678,刷积分~. ,3,2023-11-11 06:41:00,Noise
REV00213,USR8459,PROD506,外套显胖，还能凑合穿。,3,2023-11-29 04:27:00,Normal
REV00214,USR4667,PROD447,我谢谢老板，掉色把我其他衣服全染了。,5,2023-11-14 06:43:00,Sarcasm
REV00215,USR5615,PROD561,外套有点超级显瘦！,3,2023-11-19 16:56:00,Normal
REV00216,USR7640,PROD495,鞋子极其显胖，不推荐。,3,2023-12-11 12:21:00,Normal
REV00217,USR6593,PROD557,版型有点做工精细，买亏了。,4,2023-12-17 00:26:00,Normal
REV00218,USR7551,PROD631,绝对的“正品”，穿一次就破了。！！,1,2023-09-15 04:25:00,Sarcasm
REV00219,USR9310,PROD184,做工有点很百搭，直接退货了。,5,2023-10-09 02:11:00,Normal
REV00220,USR7908,PROD422,面料超级太差了，建议大家购买。,4,2023-08-27 20:40:00,Normal
REV00221,USR9721,PROD220,好好好好好好好好好好 ,5,2023-08-27 00:57:00,Noise
REV00222,USR3326,PROD457,内衬稍微显胖，建议大家购买。,5,2023-01-15 13:18:00,Normal
REV00223,USR2476,PROD959,颜色超级起球。,3,2023-01-11 02:16:00,Normal
REV00224,USR4106,PROD761,质量好得感人，拿到手跟抹布一样。。,5,2023-09-27 12:17:00,Sarcasm
REV00225,USR2189,PROD787,五金极其做工精细，也就值这个价了。,1,2023-05-15 07:25:00,Normal
REV00226,USR2848,PROD702,我谢谢老板，拉链直接拉断了。。微笑,1,2023-04-21 04:28:00,Sarcasm
REV00227,USR1663,PROD894,裤子挺起球，性价比很高。,1,2023-01-10 12:52:00,Normal
REV00228,USR5095,PROD600,外套十分很舒服，性价比很高。,5,2023-12-31 20:54:00,Normal
REV00229,USR2907,PROD495,买给对象的，还没看,5,2023-11-23 02:51:00,Noise
REV00230,USR1927,PROD427,习惯性五星⭐️ .~,5,2023-12-23 06:32:00,Noise
REV00231,USR4244,PROD428,五金超级有点硬，买亏了。,5,2023-12-04 13:36:00,Normal
REV00232,USR7383,PROD937,鞋子稍微偏大，性价比很高。,3,2023-09-03 21:18:00,Normal
REV00233,USR1490,PROD517,习惯性五星⭐️⭐️⭐️⭐️ ~.,5,2023-01-27 15:01:00,Noise
REV00234,USR3798,PROD258,内衬真的是气味很大。,4,2023-12-15 01:26:00,Normal
REV00235,USR5561,PROD771,上脚效果超级不错，性价比很高。,4,2023-11-12 17:01:00,Normal
REV00236,USR9241,PROD537,这设计真是“反人类”的好，穿一次就破了。！~,1,2023-12-15 02:48:00,Sarcasm
REV00237,USR9603,PROD501,五金太掉色，直接退货了。,5,2023-07-07 23:49:00,Normal
REV00238,USR9420,PROD259,外套超级很舒服，也就值这个价了。,4,2023-02-22 02:16:00,Normal
REV00239,USR1103,PROD824,五金有点不错，建议大家购买。,2,2023-03-12 12:34:00,Normal
REV00240,USR8707,PROD772,内衬非常超级显瘦！,5,2023-08-11 05:43:00,Normal
REV00241,USR8408,PROD464,45aUZ ,5,2023-06-27 13:20:00,Noise
REV00242,USR3127,PROD473,啊啊啊啊..,4,2023-05-14 23:42:00,Noise
REV00243,USR3738,PROD668,习惯性五星⭐️⭐️⭐️~ ,4,2023-06-16 20:22:00,Noise
REV00244,USR2740,PROD657,发货有点慢，版型倒是挺不错的，客服根本不理人，不会再来了。  ,5,2023-05-28 12:48:00,Multi-dimensional
REV00245,USR6355,PROD160,包裹有点被压扁了，结果发现有破洞，退换货很麻烦，不会再来了。   ,5,2023-03-27 21:48:00,Multi-dimensional
REV00246,USR5738,PROD257,上脚效果十分超级显瘦...,4,2023-04-17 17:53:00,Normal
REV00247,USR4658,PROD938,衣服极其破了一个洞，买亏了。,5,2023-04-09 08:58:00,Normal
REV00248,USR3138,PROD854,啊啊啊啊啊啊..,5,2023-10-22 02:03:00,Noise
REV00249,USR2041,PROD795,衣服真的是做工精细，建议大家购买。,1,2023-08-31 12:33:00,Normal
REV00250,USR2442,PROD138,做工超级很舒服，性价比很高。,1,2023-11-21 17:54:00,Normal
REV00251,USR1283,PROD213,颜色挺起球，性价比很高。,5,2023-08-11 06:59:00,Normal
REV00252,USR6240,PROD226,默认好评！,4,2023-01-23 07:21:00,Noise
